uniprot_id,entry_version,protein_name,full_name,protein_existence,location,evidence,antibodies
Q9NRM0,179,GTR9_HUMAN,"Solute carrier family 2, facilitated glucose transporter member 9",Experimental evidence at protein level,Cell membrane;Basolateral cell membrane,ECO:0000269;ECO:0000269,"39855,57630,66229,66232,75669"
Q9NRM1,162,ENAM_HUMAN,Enamelin,Experimental evidence at protein level,"Secreted,extracellular space,extracellular matrix",ECO:0000250,37868
Q9NRM2,165,ZN277_HUMAN,Zinc finger protein 277,Experimental evidence at protein level,Nucleus,ECO:0000305,"27307,41811"
Q9NRM6,179,I17RB_HUMAN,Interleukin-17 receptor B,Experimental evidence at protein level,Cell membrane,,"2837,5482,52950,72425"
Q9NRM7,196,LATS2_HUMAN,Serine/threonine-protein kinase LATS2,Experimental evidence at protein level,"Cytoplasm,cytoskeleton,microtubule organizing center,centrosome;Cytoplasm;Cytoplasm,cytoskeleton,spindle pole;Nucleus",,"39191,39841,49037"
Q9NRN5,160,OLFL3_HUMAN,Olfactomedin-like protein 3,Experimental evidence at transcript level,Secreted,ECO:0000269,"27488,27991,28309,45771,54919,56362,68308"
Q9NRN7,164,ADPPT_HUMAN,L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase,Experimental evidence at protein level,"Cytoplasm,cytosol",ECO:0000269,"20253,26687,49636,65818"
Q9NRN9,148,METL5_HUMAN,rRNA N6-adenosine-methyltransferase METTL5,Experimental evidence at protein level,Nucleus;Presynapse;Postsynapse,ECO:0000269;ECO:0000269;ECO:0000269,"38223,68585"
Q9NRP0,152,OSTC_HUMAN,Oligosaccharyltransferase complex subunit OSTC,Experimental evidence at protein level,Endoplasmic reticulum;Membrane,ECO:0000269;ECO:0000305,"65174,65179,75797"
Q9NRP2,122,COXM2_HUMAN,COX assembly mitochondrial protein 2 homolog,Experimental evidence at protein level,Mitochondrion,ECO:0000269,"6871,7253,26396"
Q9NRP4,121,SDHF3_HUMAN,"Succinate dehydrogenase assembly factor 3, mitochondrial",Experimental evidence at protein level,Mitochondrion matrix,ECO:0000250,"20515,20523,52140"
Q9NRP7,188,STK36_HUMAN,Serine/threonine-protein kinase 36,Experimental evidence at protein level,"Cytoplasm;Nucleus;Cytoplasm,cytoskeleton,cilium axoneme",ECO:0000269;ECO:0000269;ECO:0000269,"27409,27453,30058"
Q9NRQ2,184,PLS4_HUMAN,Phospholipid scramblase 4,Experimental evidence at protein level,Membrane,ECO:0000250,"2276,70685"
Q9NRQ5,128,SMCO4_HUMAN,Single-pass membrane and coiled-coil domain-containing protein 4,Experimental evidence at protein level,Membrane,ECO:0000305,"41120,53755"
Q9NRR1,129,CYTL1_HUMAN,Cytokine-like protein 1,Experimental evidence at protein level,Secreted,ECO:0000269,"67201,74580"
Q9NRR2,156,TRYG1_HUMAN,Tryptase gamma,Experimental evidence at protein level,Membrane,ECO:0000305,"60458,62436"
Q9NRR3,151,C42S2_HUMAN,CDC42 small effector protein 2,Experimental evidence at protein level,"Cytoplasm,cytoskeleton;Cell membrane;Cell projection,phagocytic cup",,38624
Q9NRR4,195,RNC_HUMAN,Ribonuclease 3,Experimental evidence at protein level,"Nucleus;Nucleus,nucleolus",ECO:0000269;ECO:0000269,"3557,3950,31150,46613,72647,73080"
Q9NRR5,182,UBQL4_HUMAN,Ubiquilin-4,Experimental evidence at protein level,"Nucleus;Cytoplasm;Chromosome;Endoplasmic reticulum;Cytoplasm,perinuclear region;Cytoplasmic vesicle,autophagosome",ECO:0000269;ECO:0000269;ECO:0000269;ECO:0000250;ECO:0000250;ECO:0000269,61797
Q9NRR6,169,INP5E_HUMAN,Phosphatidylinositol polyphosphate 5-phosphatase type IV,Experimental evidence at protein level,"Cytoplasm,cytoskeleton,cilium axoneme;Golgi apparatus,Golgi stack membrane;Cell membrane;Cell projection,ruffle;Cytoplasm;Nucleus",ECO:0000269;ECO:0000250;ECO:0000250;ECO:0000250;ECO:0000250;ECO:0000250,"23921,56176,65758,74782"
Q9NRR8,154,C42S1_HUMAN,CDC42 small effector protein 1,Experimental evidence at protein level,"Cytoplasm,cytoskeleton;Cell membrane",,27634
Q9NRS4,196,TMPS4_HUMAN,Transmembrane protease serine 4,Experimental evidence at protein level,Cell membrane,ECO:0000305,"6238,76868"
Q9NRS6,170,SNX15_HUMAN,Sorting nexin-15,Experimental evidence at protein level,Cytoplasm;Membrane;Cytoplasmic vesicle membrane,ECO:0000269;ECO:0000269;ECO:0000269,"38955,38956,58736"
Q9NRU3,159,CNNM1_HUMAN,Metal transporter CNNM1,Experimental evidence at protein level,Cell membrane,ECO:0000250,"40408,58325,76726"
Q9NRV9,154,HEBP1_HUMAN,Heme-binding protein 1,Experimental evidence at protein level,Cytoplasm,ECO:0000269,"56417,75277"
Q9NRW1,203,RAB6B_HUMAN,Ras-related protein Rab-6B,Experimental evidence at protein level,Golgi apparatus membrane;Endoplasmic reticulum-Golgi intermediate compartment;Cytoplasmic vesicle,ECO:0000269;ECO:0000269;ECO:0000269,"17713,59131"
Q9NRW3,173,ABC3C_HUMAN,DNA dC->dU-editing enzyme APOBEC-3C,Experimental evidence at protein level,Nucleus;Cytoplasm,ECO:0000269;ECO:0000269,"62593,71523,77328"
Q9NRW4,177,DUS22_HUMAN,Dual specificity protein phosphatase 22,Experimental evidence at protein level,Cytoplasm,ECO:0000269,"31394,52656"
Q9NRW7,179,VPS45_HUMAN,Vacuolar protein sorting-associated protein 45,Experimental evidence at protein level,Golgi apparatus membrane;Endosome membrane,ECO:0000250;ECO:0000250,"27425,27436,27437,27441"
Q9NRX1,156,PNO1_HUMAN,RNA-binding protein PNO1,Experimental evidence at protein level,"Nucleus,nucleolus",ECO:0000269,"56928,70855"
Q9NRX2,160,RM17_HUMAN,"39S ribosomal protein L17, mitochondrial",Experimental evidence at protein level,Mitochondrion,ECO:0000269,"43666,50552"
Q9NRX3,144,NUA4L_HUMAN,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 4-like 2,Protein inferred from homology,,,"55323,58338,77760,78265"
Q9NRX4,177,PHP14_HUMAN,14 kDa phosphohistidine phosphatase,Experimental evidence at protein level,Cytoplasm,ECO:0000250,20952
Q9NRX5,178,SERC1_HUMAN,Serine incorporator 1,Experimental evidence at protein level,Endoplasmic reticulum membrane,ECO:0000250,"35738,35739"
Q9NRX6,139,KISHB_HUMAN,Protein kish-B,Experimental evidence at protein level,Golgi apparatus membrane,ECO:0000269,77720
Q9NRY2,145,SOSSC_HUMAN,SOSS complex subunit C,Experimental evidence at protein level,Nucleus,ECO:0000269,"20382,75370"
Q9NRY4,211,RHG35_HUMAN,Rho GTPase-activating protein 35,Experimental evidence at protein level,"Cytoplasm,cytoskeleton,cilium basal body;Cytoplasm;Nucleus;Cell membrane",ECO:0000250;ECO:0000250;ECO:0000305;ECO:0000250,"55184,56470"
Q9NRY5,137,F1142_HUMAN,Protein FAM114A2,Experimental evidence at protein level,,,"35869,35870"
Q9NRY6,184,PLS3_HUMAN,Phospholipid scramblase 3,Experimental evidence at protein level,Mitochondrion membrane;Mitochondrion inner membrane;Nucleus,ECO:0000269;ECO:0000250;ECO:0000250,"48387,60507,61295,68609,68653,71796"
Q9NRY7,166,PLS2_HUMAN,Phospholipid scramblase 2,Experimental evidence at protein level,Membrane,ECO:0000250,"51352,79493"
Q9NRZ5,175,PLCD_HUMAN,1-acyl-sn-glycerol-3-phosphate acyltransferase delta,Experimental evidence at protein level,Endoplasmic reticulum membrane,ECO:0000250,"27057,49164,53287,60525,73091"
Q9NRZ7,177,PLCC_HUMAN,1-acyl-sn-glycerol-3-phosphate acyltransferase gamma,Experimental evidence at protein level,Endoplasmic reticulum membrane;Nucleus envelope,ECO:0000269;ECO:0000269,"57832,77367"
Q9NRZ9,166,HELLS_HUMAN,Lymphoid-specific helicase,Experimental evidence at protein level,Nucleus,ECO:0000250,"4491,37882,37883,63242,72553"
Q9NS00,147,C1GLT_HUMAN,Glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1,Experimental evidence at protein level,Membrane,ECO:0000250,"11294,11941,12549,12819"
Q9NS15,186,LTBP3_HUMAN,Latent-transforming growth factor beta-binding protein 3,Experimental evidence at protein level,"Secreted;Secreted,extracellular space,extracellular matrix",ECO:0000269;ECO:0000269,"17727,73170,74531"
Q9NS18,183,GLRX2_HUMAN,"Glutaredoxin-2, mitochondrial",Experimental evidence at protein level,Mitochondrion,,"23087,57224"
Q9NS23,185,RASF1_HUMAN,Ras association domain-containing protein 1,Experimental evidence at protein level,"Cytoplasm,cytoskeleton;Cytoplasm,cytoskeleton,microtubule organizing center,centrosome;Cytoplasm,cytoskeleton,spindle;Cytoplasm,cytoskeleton,spindle pole;Nucleus",,"40735,42098,64410"
Q9NS25,148,SPNXB_HUMAN,Sperm protein associated with the nucleus on the X chromosome B1,Experimental evidence at protein level,Cytoplasm;Nucleus,ECO:0000269;ECO:0000269,"46423,62572,73647"
Q9NS26,142,SPNXA_HUMAN,Sperm protein associated with the nucleus on the X chromosome A,Experimental evidence at protein level,Cytoplasm;Nucleus,ECO:0000269;ECO:0000269,"46423,62572,73647"
Q9NS28,159,RGS18_HUMAN,Regulator of G-protein signaling 18,Experimental evidence at protein level,Cytoplasm,ECO:0000250,"28081,28727,45780,58436"
Q9NS37,166,ZHANG_HUMAN,CREB/ATF bZIP transcription factor,Experimental evidence at protein level,Nucleus,ECO:0000269,"21526,63652"
Q9NS39,154,RED2_HUMAN,Double-stranded RNA-specific editase B2,Experimental evidence at protein level,Nucleus,,"31331,31332,31333"
Q9NS40,184,KCNH7_HUMAN,Potassium voltage-gated channel subfamily H member 7,Experimental evidence at protein level,Membrane,,18039
Q9NS56,173,TOPRS_HUMAN,E3 ubiquitin-protein ligase Topors,Experimental evidence at protein level,"Nucleus;Nucleus,PML body",,"19504,50435,52998,60640,65661"
Q9NS61,182,KCIP2_HUMAN,Kv channel-interacting protein 2,Experimental evidence at protein level,Cell membrane,ECO:0000250,"66717,78364"
Q9NS62,150,THSD1_HUMAN,Thrombospondin type-1 domain-containing protein 1,Experimental evidence at protein level,"Endosome membrane;Cell junction,focal adhesion",ECO:0000269;ECO:0000269,"12611,20796,71106"
Q9NS64,141,RPRM_HUMAN,Protein reprimo,Experimental evidence at protein level,Cytoplasm;Membrane,ECO:0000250;ECO:0000305,"31959,46927,56251,77521"
Q9NS66,152,GP173_HUMAN,Probable G-protein coupled receptor 173,Experimental evidence at protein level,Cell membrane,ECO:0000305,3905
Q9NS67,155,GPR27_HUMAN,Probable G-protein coupled receptor 27,Experimental evidence at transcript level,Cell membrane,ECO:0000250,29395
Q9NS68,175,TNR19_HUMAN,Tumor necrosis factor receptor superfamily member 19,Experimental evidence at protein level,Membrane,ECO:0000305,"10135,10615,17069,54447,79651"
Q9NS69,180,TOM22_HUMAN,Mitochondrial import receptor subunit TOM22 homolog,Experimental evidence at protein level,Mitochondrion outer membrane,ECO:0000269,"3037,74642"
Q9NS71,147,GKN1_HUMAN,Gastrokine-1,Experimental evidence at protein level,Secreted;Cytoplasmic granule;Golgi apparatus,ECO:0000269;ECO:0000269;ECO:0000305,47684
Q9NS73,171,MBIP1_HUMAN,MAP3K12-binding inhibitory protein 1,Experimental evidence at protein level,Nucleus;Cytoplasm,,3388
Q9NS75,175,CLTR2_HUMAN,Cysteinyl leukotriene receptor 2,Experimental evidence at protein level,Cell membrane,,"46528,74308"
Q9NS82,161,AAA1_HUMAN,Asc-type amino acid transporter 1,Experimental evidence at protein level,Cell membrane,ECO:0000250,"41884,57036"
Q9NS84,155,CHST7_HUMAN,Carbohydrate sulfotransferase 7,Experimental evidence at protein level,Golgi apparatus membrane,ECO:0000250,"3919,30503"
Q9NS85,161,CAH10_HUMAN,Carbonic anhydrase-related protein 10,Experimental evidence at transcript level,,,"54825,57837,70483"
Q9NS86,167,LANC2_HUMAN,LanC-like protein 2,Experimental evidence at protein level,Nucleus;Cytoplasm;Cell membrane,ECO:0000269;ECO:0000269;ECO:0000269,"19711,29535"
Q9NS87,164,KIF15_HUMAN,Kinesin-like protein KIF15,Experimental evidence at protein level,"Cytoplasm;Cytoplasm,cytoskeleton,spindle",,"35516,35517,61469"
Q9NS91,191,RAD18_HUMAN,E3 ubiquitin-protein ligase RAD18,Experimental evidence at protein level,"Nucleus;Cytoplasm,cytoskeleton,microtubule organizing center,centrosome",ECO:0000269;ECO:0000269,"6716,6724,8752,80159,80160,80161,80162"
Q9NS93,147,TM7S3_HUMAN,Transmembrane 7 superfamily member 3,Experimental evidence at transcript level,Cell membrane,ECO:0000269,"40292,41097,57640,72559"
Q9NS98,159,SEM3G_HUMAN,Semaphorin-3G,Experimental evidence at protein level,Secreted,ECO:0000250,"1761,71084"
Q9NSA0,159,S22AB_HUMAN,Solute carrier family 22 member 11,Experimental evidence at protein level,Cell membrane;Apical cell membrane;Basal cell membrane,ECO:0000269;ECO:0000269;ECO:0000269,26076
Q9NSA1,172,FGF21_HUMAN,Fibroblast growth factor 21,Experimental evidence at protein level,Secreted,ECO:0000250,"51272,61286,63272,72401"
Q9NSA2,179,KCND1_HUMAN,Potassium voltage-gated channel subfamily D member 1,Experimental evidence at protein level,"Membrane;Cell projection,dendrite",ECO:0000250,"524,1066,76016"
Q9NSA3,180,CNBP1_HUMAN,Beta-catenin-interacting protein 1,Experimental evidence at protein level,Cytoplasm;Nucleus,ECO:0000250;ECO:0000250,"42617,67089"
Q9NSB2,152,KRT84_HUMAN,"Keratin, type II cuticular Hb4",Experimental evidence at transcript level,,,39714
Q9NSB8,174,HOME2_HUMAN,Homer protein homolog 2,Experimental evidence at protein level,"Cytoplasm;Cell membrane;Postsynaptic density;Synapse;Cell projection,stereocilium",ECO:0000269;ECO:0000250;ECO:0000250,"40134,40179,53233"
Q9NSC2,186,SALL1_HUMAN,Sal-like protein 1,Experimental evidence at protein level,Nucleus,ECO:0000250,"49829,74673"
Q9NSC5,188,HOME3_HUMAN,Homer protein homolog 3,Experimental evidence at protein level,Cytoplasm;Postsynaptic density;Synapse,ECO:0000250;ECO:0000250;ECO:0000250,"32656,40999,73110"
Q9NSC7,170,SIA7A_HUMAN,"Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 1",Experimental evidence at protein level,Golgi apparatus membrane,ECO:0000269,"14767,14975"
Q9NSD4,174,ZN275_HUMAN,Zinc finger protein 275,Experimental evidence at protein level,Nucleus,ECO:0000305,566
Q9NSD5,170,S6A13_HUMAN,Sodium- and chloride-dependent GABA transporter 2,Experimental evidence at protein level,Cell membrane;Basolateral cell membrane,ECO:0000269;ECO:0000250,"36449,52726,57074"
Q9NSD7,154,RL3R1_HUMAN,Relaxin-3 receptor 1,Experimental evidence at protein level,Cell membrane,,27833
Q9NSD9,198,SYFB_HUMAN,Phenylalanine--tRNA ligase beta subunit,Experimental evidence at protein level,Cytoplasm,ECO:0000305,"36677,36678,61398"
Q9NSE2,179,CISH_HUMAN,Cytokine-inducible SH2-containing protein,Experimental evidence at protein level,,,"3385,40812,70698"
Q9NSE4,175,SYIM_HUMAN,"Isoleucine--tRNA ligase, mitochondrial",Experimental evidence at protein level,Mitochondrion matrix,ECO:0000250,"24212,24594,24596"
Q9NSG2,146,CA112_HUMAN,Uncharacterized protein C1orf112,Experimental evidence at protein level,,,"23778,24451"
Q9NSI2,164,SLX9_HUMAN,Ribosome biogenesis protein SLX9 homolog,Experimental evidence at protein level,"Nucleus,nucleolus",ECO:0000250,"36354,36559"
Q9NSI5,135,IGSF5_HUMAN,Immunoglobulin superfamily member 5,Experimental evidence at transcript level,"Apical cell membrane;Cell junction,tight junction",ECO:0000250;ECO:0000250,57282
Q9NSI6,204,BRWD1_HUMAN,Bromodomain and WD repeat-containing protein 1,Experimental evidence at protein level,Cytoplasm;Nucleus,ECO:0000250,"27343,30943,30944,30945"
Q9NSI8,179,SAMN1_HUMAN,SAM domain-containing protein SAMSN-1,Experimental evidence at protein level,"Nucleus;Cytoplasm;Cell projection,ruffle",ECO:0000269;ECO:0000250;ECO:0000250,"10645,17055,29079,46639"
Q9NSK0,189,KLC4_HUMAN,Kinesin light chain 4,Experimental evidence at protein level,"Cytoplasm,cytoskeleton",ECO:0000305,"30168,30169"
Q9NSK7,126,CS012_HUMAN,Protein C19orf12,Experimental evidence at protein level,"Mitochondrion;Mitochondrion membrane;Endoplasmic reticulum;Cytoplasm,cytosol",ECO:0000269;ECO:0000269;ECO:0000269;ECO:0000269,46930
Q9NSN8,173,SNTG1_HUMAN,Gamma-1-syntrophin,Experimental evidence at protein level,"Cytoplasm,cytoskeleton;Nucleus",,"60890,62798,71782,72282"
Q9NSP4,155,CENPM_HUMAN,Centromere protein M,Experimental evidence at protein level,"Nucleus;Cytoplasm;Chromosome,centromere,kinetochore",,"18318,42404,56500,73117"
Q9NST1,169,PLPL3_HUMAN,1-acylglycerol-3-phosphate O-acyltransferase PNPLA3,Experimental evidence at protein level,Membrane;Lipid droplet,ECO:0000269;ECO:0000269,"39110,48523,58058"
Q9NSU2,196,TREX1_HUMAN,Three-prime repair exonuclease 1,Experimental evidence at protein level,"Nucleus;Cytoplasm,cytosol;Endoplasmic reticulum membrane",ECO:0000269;ECO:0000269;ECO:0000269,"35436,35437,46721,78068"
Q9NSV4,200,DIAP3_HUMAN,Protein diaphanous homolog 3,Experimental evidence at protein level,Cytoplasm;Nucleus,ECO:0000269;ECO:0000250,"4917,5674,32151,32152"
Q9NSY0,163,NRBP2_HUMAN,Nuclear receptor-binding protein 2,Experimental evidence at protein level,Cytoplasm,ECO:0000250,"29051,29052,76266"
Q9NSY1,190,BMP2K_HUMAN,BMP-2-inducible protein kinase,Experimental evidence at protein level,Nucleus,ECO:0000269,"26436,26451,26501"
Q9NSY2,153,STAR5_HUMAN,StAR-related lipid transfer protein 5,Experimental evidence at protein level,,,"40662,40682"
Q9NT22,146,EMIL3_HUMAN,EMILIN-3,Experimental evidence at protein level,"Secreted,extracellular space,extracellular matrix",ECO:0000250,"44034,49577,59912,78559"
Q9NT62,174,ATG3_HUMAN,Ubiquitin-like-conjugating enzyme ATG3,Experimental evidence at protein level,Cytoplasm,ECO:0000269,"37260,40471,46518"
Q9NT68,159,TEN2_HUMAN,Teneurin-2,Experimental evidence at protein level,"Cell membrane;Endoplasmic reticulum;Golgi apparatus;Synapse;Cell projection,dendritic spine;Cell projection,filopodium;Cell projection,growth cone;Postsynaptic cell membrane;Synapse,synaptosome",ECO:0000250;ECO:0000250;ECO:0000250;ECO:0000250;ECO:0000250;ECO:0000250;ECO:0000250;ECO:0000250;ECO:0000250,"38018,38420,68691"
Q9NT99,163,LRC4B_HUMAN,Leucine-rich repeat-containing protein 4B,Experimental evidence at transcript level,Membrane;Presynaptic cell membrane,ECO:0000250,"58986,62830"
Q9NTG1,162,PKDRE_HUMAN,Polycystin family receptor for egg jelly,Experimental evidence at transcript level,Membrane,ECO:0000305,"34587,34588,73166"
Q9NTG7,185,SIR3_HUMAN,"NAD-dependent protein deacetylase sirtuin-3, mitochondrial",Experimental evidence at protein level,Mitochondrion matrix,ECO:0000269,"6742,26809,73486"
Q9NTI2,180,AT8A2_HUMAN,Phospholipid-transporting ATPase IB,Experimental evidence at protein level,Membrane;Golgi apparatus membrane;Endosome membrane;Cell membrane;Photoreceptor outer segment membrane;Photoreceptor inner segment membrane,ECO:0000305;ECO:0000269;ECO:0000250;ECO:0000269;ECO:0000250;ECO:0000250,"39926,40033,58812,74101"
Q9NTI5,179,PDS5B_HUMAN,Sister chromatid cohesion protein PDS5 homolog B,Experimental evidence at protein level,Nucleus,ECO:0000250,"39513,40015"
Q9NTI7,139,INKA2_HUMAN,PAK4-inhibitor INKA2,Experimental evidence at protein level,Nucleus,ECO:0000269,"27809,27810,27811,28680"
Q9NTJ3,197,SMC4_HUMAN,Structural maintenance of chromosomes protein 4,Experimental evidence at protein level,Nucleus;Cytoplasm;Chromosome,ECO:0000269;ECO:0000269;ECO:0000269,"18259,29449"
Q9NTJ4,180,MA2C1_HUMAN,Alpha-mannosidase 2C1,Experimental evidence at protein level,Cytoplasm,ECO:0000269,"40627,67407"
Q9NTJ5,153,SAC1_HUMAN,Phosphatidylinositol-3-phosphatase SAC1,Experimental evidence at protein level,Endoplasmic reticulum membrane;Golgi apparatus membrane,ECO:0000269;ECO:0000269,"39573,69869"
Q9NTK1,143,DEPP1_HUMAN,Protein DEPP1,Experimental evidence at protein level,Cytoplasm;Peroxisome;Mitochondrion,ECO:0000269;ECO:0000269;ECO:0000269,"37818,37819"
Q9NTK5,199,OLA1_HUMAN,Obg-like ATPase 1,Experimental evidence at protein level,"Cytoplasm;Nucleus;Nucleus,nucleolus",ECO:0000255;ECO:0000269;ECO:0000255;ECO:0000269;ECO:0000255;ECO:0000269,"35790,41443"
Q9NTM9,151,CUTC_HUMAN,Copper homeostasis protein cutC homolog,Experimental evidence at protein level,Cytoplasm;Nucleus,ECO:0000269;ECO:0000269,"38261,38619,58231"
Q9NTN3,166,S35D1_HUMAN,UDP-glucuronic acid/UDP-N-acetylgalactosamine transporter,Experimental evidence at transcript level,Endoplasmic reticulum membrane,ECO:0000269,"47662,50495,60551,63101,76595"
Q9NTN9,184,SEM4G_HUMAN,Semaphorin-4G,Experimental evidence at protein level,Cell membrane,,"38362,44851,77752"
Q9NTQ9,177,CXB4_HUMAN,Gap junction beta-4 protein,Experimental evidence at protein level,"Cell membrane;Cell junction,gap junction",ECO:0000250;ECO:0000250,"55112,61860,65218,73904"
Q9NTU4,117,CTSRZ_HUMAN,Cation channel sperm-associated auxiliary subunit zeta,Experimental evidence at transcript level,"Cell projection,cilium,flagellum membrane",ECO:0000269,52822
Q9NTU7,158,CBLN4_HUMAN,Cerebellin-4,Experimental evidence at protein level,Secreted;Synapse,ECO:0000250;ECO:0000250,"49842,51496,56335,71222,74497,76103"
Q9NTW7,192,ZF64B_HUMAN,Zinc finger protein 64,Experimental evidence at protein level,Nucleus,ECO:0000269,"35112,58387"
Q9NTX5,166,ECHD1_HUMAN,Ethylmalonyl-CoA decarboxylase,Experimental evidence at protein level,"Cytoplasm,cytosol",ECO:0000305,"35445,35446"
Q9NTX7,178,RN146_HUMAN,E3 ubiquitin-protein ligase RNF146,Experimental evidence at protein level,"Cytoplasm,cytosol;Nucleus",,"27158,27209"
Q9NTX9,135,F217B_HUMAN,Protein FAM217B,Experimental evidence at protein level,,,"41021,45485,56698"
Q9NTZ6,192,RBM12_HUMAN,RNA-binding protein 12,Experimental evidence at protein level,Nucleus,ECO:0000269,"43258,43621"
Q9NU02,165,ANKE1_HUMAN,Ankyrin repeat and EF-hand domain-containing protein 1,Experimental evidence at protein level,,,"41151,54697"
Q9NU19,163,TB22B_HUMAN,TBC1 domain family member 22B,Experimental evidence at protein level,,,"27908,27909,27910"
Q9NU22,187,MDN1_HUMAN,Midasin,Experimental evidence at protein level,"Nucleus,nucleolus;Nucleus,nucleoplasm;Cytoplasm",ECO:0000269;ECO:0000269;ECO:0000269,"29666,29667,29668,29669"
Q9NU23,127,LYRM2_HUMAN,LYR motif-containing protein 2,Experimental evidence at protein level,,,63932
Q9NU39,168,FX4L1_HUMAN,Forkhead box protein D4-like 1,Experimental evidence at protein level,Nucleus,ECO:0000255,"9643,12836,69839"
Q9NU53,142,GINM1_HUMAN,Glycoprotein integral membrane protein 1,Experimental evidence at protein level,Membrane,ECO:0000305,"17210,41679"
Q9NU63,165,ZFP57_HUMAN,Zinc finger protein 57 homolog,Experimental evidence at protein level,Nucleus,ECO:0000269,"47172,51967"
Q9NUA8,180,ZBT40_HUMAN,Zinc finger and BTB domain-containing protein 40,Experimental evidence at protein level,Nucleus,ECO:0000305,"27063,42386"
Q9NUB1,175,ACS2L_HUMAN,"Acetyl-coenzyme A synthetase 2-like, mitochondrial",Experimental evidence at protein level,Mitochondrion matrix,ECO:0000269,"41014,43228"
Q9NUB4,134,CT141_HUMAN,Uncharacterized protein C20orf141,Experimental evidence at protein level,Membrane,ECO:0000305,"71359,77873,78382"
Q9NUC0,130,SRTD4_HUMAN,SERTA domain-containing protein 4,Experimental evidence at protein level,,,"27344,28514"
Q9NUD5,163,ZCHC3_HUMAN,Zinc finger CCHC domain-containing protein 3,Experimental evidence at protein level,Cytoplasm,ECO:0000269,"42972,43311,64416"
Q9NUD7,128,CT096_HUMAN,Uncharacterized protein C20orf96,Experimental evidence at transcript level,,,"48649,56227"
Q9NUD9,147,PIGV_HUMAN,GPI mannosyltransferase 2,Experimental evidence at protein level,Endoplasmic reticulum membrane,ECO:0000269,"47517,54181,55702,66329,73198"
Q9NUE0,144,ZDH18_HUMAN,Palmitoyltransferase ZDHHC18,Experimental evidence at protein level,Golgi apparatus membrane,ECO:0000269;ECO:0000305,"40234,76815"
Q9NUG4,149,CCM2L_HUMAN,Cerebral cavernous malformations 2 protein-like,Experimental evidence at protein level,,,"7892,8434,71063"
Q9NUG6,153,PDRG1_HUMAN,p53 and DNA damage-regulated protein 1,Experimental evidence at protein level,Cytoplasm,ECO:0000305,"47084,63542"
Q9NUH8,154,TM14B_HUMAN,Transmembrane protein 14B,Experimental evidence at protein level,Membrane,ECO:0000305,65726
Q9NUI1,169,DECR2_HUMAN,"Peroxisomal 2,4-dienoyl-CoA reductase [(3E)-enoyl-CoA-producing]",Experimental evidence at protein level,Peroxisome,ECO:0000250,"41129,41221,47631,53400"
Q9NUJ1,166,ABHDA_HUMAN,"Palmitoyl-protein thioesterase ABHD10, mitochondrial",Experimental evidence at protein level,Mitochondrion,ECO:0000269,"36991,36992,66081"
Q9NUJ3,133,T11L1_HUMAN,T-complex protein 11-like protein 1,Experimental evidence at protein level,,,"5769,74861"
Q9NUJ7,144,PLCX1_HUMAN,PI-PLC X domain-containing protein 1,Experimental evidence at transcript level,Cytoplasm,ECO:0000269,7721
Q9NUK0,177,MBNL3_HUMAN,Muscleblind-like protein 3,Experimental evidence at protein level,Nucleus;Cytoplasm,ECO:0000269;ECO:0000269,"1584,1793"
Q9NUL3,177,STAU2_HUMAN,Double-stranded RNA-binding protein Staufen homolog 2,Experimental evidence at protein level,"Cytoplasm;Nucleus;Nucleus,nucleolus;Endoplasmic reticulum",,"19155,20836,75293"
Q9NUL5,136,SHFL_HUMAN,Shiftless antiviral inhibitor of ribosomal frameshifting protein,Experimental evidence at protein level,"Cytoplasm;Nucleus;Cytoplasm,P-body",ECO:0000269;ECO:0000269;ECO:0000269,42001
Q9NUL7,171,DDX28_HUMAN,Probable ATP-dependent RNA helicase DDX28,Experimental evidence at protein level,"Nucleus;Mitochondrion;Mitochondrion matrix,mitochondrion nucleoid;Mitochondrion matrix",ECO:0000269;ECO:0000269;ECO:0000269;ECO:0000269,"41911,53585"
Q9NUM3,141,S39A9_HUMAN,Zinc transporter ZIP9,Experimental evidence at protein level,Membrane,ECO:0000305,"2931,7921,75390"
Q9NUM4,147,T106B_HUMAN,Transmembrane protein 106B,Experimental evidence at protein level,Late endosome membrane;Lysosome membrane,ECO:0000269;ECO:0000269,58342
Q9NUN5,168,LMBD1_HUMAN,Lysosomal cobalamin transport escort protein LMBD1,Experimental evidence at protein level,"Endoplasmic reticulum membrane;Lysosome membrane;Cell membrane;Cytoplasmic vesicle,clathrin-coated vesicle",ECO:0000269;ECO:0000269;ECO:0000250;ECO:0000250,"16491,19547,48038,73961"
Q9NUN7,164,ACER3_HUMAN,Alkaline ceramidase 3,Experimental evidence at protein level,Endoplasmic reticulum membrane;Golgi apparatus membrane,ECO:0000269;ECO:0000269,"68722,70087"
Q9NUP1,139,BL1S4_HUMAN,Biogenesis of lysosome-related organelles complex 1 subunit 4,Experimental evidence at protein level,Cytoplasm,ECO:0000250,43840
Q9NUP7,149,TRM13_HUMAN,tRNA:m(4)X modification enzyme TRM13 homolog,Experimental evidence at protein level,,,"28494,41586"
