uniprot_id,entry_version,protein_name,full_name,protein_existence,location,evidence,antibodies,loc_eco,loc_eco_comment,loc_exp_evidence,UniProt_final_locations,UniProt_Corresponding_GOTerm,CorrespondingGOTerm_HPA,Corresponding_HPA_location
Q96GE4,143,CEP95_HUMAN,Centrosomal protein of 95 kDa,Experimental evidence at protein level,"Cytoplasm,cytoskeleton,microtubule organizing center,centrosome;Cytoplasm,cytoskeleton,spindle pole",ECO:0000269;ECO:0000269,"23654,24800,52426,52428,61371","Cytoplasm,cytoskeleton,microtubule organizing center,centrosome_ECO:0000269;Cytoplasm,cytoskeleton,spindle pole_ECO:0000269",,"Cytoplasm,cytoskeleton,microtubule organizing center,centrosome;Cytoplasm,cytoskeleton,spindle pole",centrosome;spindle pole,GO:0005815;GO:0000922,GO:0015630,Microtubules
Q96GE9,127,DMAC1_HUMAN,Distal membrane-arm assembly complex protein 1,Experimental evidence at protein level,Mitochondrion inner membrane,ECO:0000269,"14585,76683",Mitochondrion inner membrane_ECO:0000269,,Mitochondrion inner membrane,Mitochondrion inner membrane,GO:0005743,GO:0005739,Mitochondria
Q96GF1,161,RN185_HUMAN,E3 ubiquitin-protein ligase RNF185,Experimental evidence at protein level,Mitochondrion outer membrane;Endoplasmic reticulum membrane,ECO:0000269;ECO:0000269,48329,Mitochondrion outer membrane_ECO:0000269;Endoplasmic reticulum membrane_ECO:0000269,,Mitochondrion outer membrane;Endoplasmic reticulum membrane,Mitochondrion outer membrane;Endoplasmic reticulum membrane,GO:0005741;GO:0005789,GO:0005783;GO:0005739,Endoplasmic reticulum;Mitochondria
Q96GG9,164,DCNL1_HUMAN,DCN1-like protein 1,Experimental evidence at protein level,Nucleus;Cytoplasm,ECO:0000269;ECO:0000269,35911,Nucleus_ECO:0000269;Cytoplasm_ECO:0000269,,Nucleus;Cytoplasm,Nucleus;Cytoplasm,GO:0005634;GO:0005737,GO:0005737;GO:0005634,Cytosol;Nucleoplasm
Q96GJ1,171,TRM2B_HUMAN,tRNA (uracil-5-)-methyltransferase homolog B,Experimental evidence at protein level,Mitochondrion,ECO:0000269,"3745,35120,40814",Mitochondrion_ECO:0000269,,Mitochondrion,Mitochondrion,GO:0005739,GO:0005739,Mitochondria
Q96GM8,165,TOE1_HUMAN,Target of EGR1 protein 1,Experimental evidence at protein level,"Nucleus,nucleolus;Nucleus speckle",ECO:0000269;ECO:0000269,"44918,53775,64211,65777,69119","Nucleus,nucleolus_ECO:0000269;Nucleus speckle_ECO:0000269",,"Nucleus,nucleolus;Nucleus speckle",nucleolus;Nucleus speckle,GO:0005730;GO:0016607,GO:0005730;GO:0016607,Nucleoli;Nuclear speckles
Q96GR2,160,ACBG1_HUMAN,Long-chain-fatty-acid--CoA ligase ACSBG1,Experimental evidence at protein level,Cytoplasm;Cytoplasmic vesicle;Microsome;Endoplasmic reticulum;Cell membrane,ECO:0000269;ECO:0000250;ECO:0000250;ECO:0000269;ECO:0000269,"41642,43943,58869",Cytoplasm_ECO:0000269;Cytoplasmic vesicle_ECO:0000250;Microsome_ECO:0000250;Endoplasmic reticulum_ECO:0000269;Cell membrane_ECO:0000269,,Cytoplasm;Endoplasmic reticulum;Cell membrane,Cytoplasm;Endoplasmic reticulum;Cell membrane,GO:0005737;GO:0005783;GO:0005886,GO:0005737;GO:0005783;GO:0005886,Cytosol;Plasma membrane;Endoplasmic reticulum
Q96GR4,153,ZDH12_HUMAN,Palmitoyltransferase ZDHHC12,Experimental evidence at transcript level,Golgi apparatus membrane;Endoplasmic reticulum membrane,ECO:0000250;ECO:0000269,"59339,61956",Golgi apparatus membrane_ECO:0000250;Endoplasmic reticulum membrane_ECO:0000269,,Endoplasmic reticulum membrane,Endoplasmic reticulum membrane,GO:0005789,GO:0005783,Endoplasmic reticulum
Q96GS6,165,AB17A_HUMAN,Alpha/beta hydrolase domain-containing protein 17A,Experimental evidence at protein level,"Cell membrane;Endosome membrane;Cell projection,dendritic spine;Postsynaptic density membrane",ECO:0000269;ECO:0000269;ECO:0000250;ECO:0000250,"43270,47226,69225","Cell membrane_ECO:0000269;Endosome membrane_ECO:0000269;Cell projection,dendritic spine_ECO:0000250;Postsynaptic density membrane_ECO:0000250",,Cell membrane;Endosome membrane,Cell membrane;Endosome membrane,GO:0005886;GO:0010008,GO:0005768;GO:0005886,Plasma membrane;Endosomes
Q96GV9,138,MACIR_HUMAN,Macrophage immunometabolism regulator,Experimental evidence at protein level,"Cytoplasm;Cell projection,cilium",ECO:0000269;ECO:0000269,"43434,60202","Cytoplasm_ECO:0000269;Cell projection,cilium_ECO:0000269",,"Cytoplasm;Cell projection,cilium",Cytoplasm;cilium,GO:0005737;GO:0005929,GO:0005737,Cytosol
Q96GX2,108,A7L3B_HUMAN,Ataxin-7-like protein 3B,Experimental evidence at protein level,Cytoplasm,ECO:0000269,"56612,67002,68789",Cytoplasm_ECO:0000269,,Cytoplasm,Cytoplasm,GO:0005737,GO:0005737,Cytosol
Q96GX5,184,GWL_HUMAN,Serine/threonine-protein kinase greatwall,Experimental evidence at protein level,"Cytoplasm,cytoskeleton,microtubule organizing center,centrosome;Nucleus;Cleavage furrow",ECO:0000269;ECO:0000269;ECO:0000269,"27175,54273","Cytoplasm,cytoskeleton,microtubule organizing center,centrosome_ECO:0000269;Nucleus_ECO:0000269;Cleavage furrow_ECO:0000269",,"Cytoplasm,cytoskeleton,microtubule organizing center,centrosome;Nucleus;Cleavage furrow",centrosome;Nucleus;Cleavage furrow,GO:0005815;GO:0005634;GO:0032154,GO:0032154;GO:0015630;GO:0005634,Microtubules;Nucleoplasm;Cleavage furrow
Q96GZ6,154,S41A3_HUMAN,Solute carrier family 41 member 3,Experimental evidence at protein level,Mitochondrion inner membrane,ECO:0000269,"34762,34763,45847,49228",Mitochondrion inner membrane_ECO:0000269,,Mitochondrion inner membrane,Mitochondrion inner membrane,GO:0005743,GO:0005739,Mitochondria
Q96H15,146,TIMD4_HUMAN,T-cell immunoglobulin and mucin domain-containing protein 4,Experimental evidence at protein level,"Cell membrane;Secreted,extracellular exosome",ECO:0000269;ECO:0000269,"15625,26027,72733","Cell membrane_ECO:0000269;Secreted,extracellular exosome_ECO:0000269",,"Cell membrane;Secreted,extracellular exosome",Cell membrane;extracellular exosome,GO:0005886;GO:0043231,GO:0043231;GO:0005886,Vesicles;Plasma membrane
Q96H55,162,MYO19_HUMAN,Unconventional myosin-XIX,Experimental evidence at protein level,"Mitochondrion outer membrane;Cytoplasm,cytoskeleton",ECO:0000269;ECO:0000269,"21415,58322,59715","Mitochondrion outer membrane_ECO:0000269;Cytoplasm,cytoskeleton_ECO:0000269",,"Mitochondrion outer membrane;Cytoplasm,cytoskeleton",Mitochondrion outer membrane;cytoskeleton,GO:0005741;GO:0005856,GO:0005739,Mitochondria
Q96H72,150,S39AD_HUMAN,Zinc transporter ZIP13,Experimental evidence at protein level,Golgi apparatus membrane,ECO:0000269,43971,Golgi apparatus membrane_ECO:0000269,,Golgi apparatus membrane,Golgi apparatus membrane,GO:0000139,GO:0005794,Golgi apparatus
Q96HA1,163,P121A_HUMAN,Nuclear envelope pore membrane protein POM 121,Experimental evidence at protein level,"Nucleus,nuclear pore complex;Nucleus membrane;Endoplasmic reticulum membrane",ECO:0000269;ECO:0000269;ECO:0000250,"3710,43809,49817","Nucleus,nuclear pore complex_ECO:0000269;Nucleus membrane_ECO:0000269;Endoplasmic reticulum membrane_ECO:0000250",,"Nucleus,nuclear pore complex;Nucleus membrane",nuclear pore complex;Nucleus membrane,GO:0005643;GO:0031965,GO:0031965;GO:0005634,Nucleoplasm;Nuclear membrane
Q96HA7,178,TONSL_HUMAN,Tonsoku-like protein,Experimental evidence at protein level,Nucleus;Chromosome;Cytoplasm,ECO:0000269;ECO:0000269;ECO:0000269,"6606,7003,24679,46494,77646",Nucleus_ECO:0000269;Chromosome_ECO:0000269;Cytoplasm_ECO:0000269,,Nucleus;Chromosome;Cytoplasm,Nucleus;Chromosome;Cytoplasm,GO:0005634;GO:0005694;GO:0005737,GO:0005737;GO:0005634,Cytosol;Nucleoplasm
Q96HA9,141,PX11C_HUMAN,Peroxisomal membrane protein 11C,Experimental evidence at protein level,Peroxisome membrane,ECO:0000269,"51233,63144,69817",Peroxisome membrane_ECO:0000269,,Peroxisome membrane,Peroxisome membrane,GO:0005778,GO:0005777,Peroxisomes
Q96HB5,152,CC120_HUMAN,Coiled-coil domain-containing protein 120,Experimental evidence at protein level,"Cytoplasm,cytoskeleton,microtubule organizing center,centrosome,centriole;Cytoplasm;Cell projection,neuron projection;Cell projection,growth cone;Endosome",ECO:0000269;ECO:0000269;ECO:0000269;ECO:0000269;ECO:0000269,561,"Cytoplasm,cytoskeleton,microtubule organizing center,centrosome,centriole_ECO:0000269;Cytoplasm_ECO:0000269;Cell projection,neuron projection_ECO:0000269;Cell projection,growth cone_ECO:0000269;Endosome_ECO:0000269",,"Cytoplasm,cytoskeleton,microtubule organizing center,centrosome,centriole;Cytoplasm;Cell projection,neuron projection;Cell projection,growth cone;Endosome",centriole;Cytoplasm;neuron projection;growth cone;Endosome,GO:0005814;GO:0005737;GO:0043005;GO:0030426;GO:0005768,GO:0005737;GO:0015630;GO:0005768,Cytosol;Microtubules;Endosomes
Q96HD9,157,ACY3_HUMAN,N-acyl-aromatic-L-amino acid amidohydrolase (carboxylate-forming),Experimental evidence at protein level,Apical cell membrane;Cytoplasm,ECO:0000269;ECO:0000269,"39219,48187",Apical cell membrane_ECO:0000269;Cytoplasm_ECO:0000269,,Apical cell membrane;Cytoplasm,Apical cell membrane;Cytoplasm,GO:0016324;GO:0005737,GO:0005737;GO:0005886,Cytosol;Plasma membrane
Q96HE7,184,ERO1A_HUMAN,ERO1-like protein alpha,Experimental evidence at protein level,"Endoplasmic reticulum membrane;Golgi apparatus lumen;Secreted;Cell projection,dendrite",ECO:0000269;ECO:0000269;ECO:0000269;ECO:0000250,"26653,30053,34294","Endoplasmic reticulum membrane_ECO:0000269;Golgi apparatus lumen_ECO:0000269;Secreted_ECO:0000269;Cell projection,dendrite_ECO:0000250",,Endoplasmic reticulum membrane;Golgi apparatus lumen;Secreted,Endoplasmic reticulum membrane;Golgi apparatus lumen;Secreted,GO:0005789;GO:0005796;GO:0005576,GO:0005794;GO:0005783,Golgi apparatus;Endoplasmic reticulum
Q96HE9,129,PRR11_HUMAN,Proline-rich protein 11,Experimental evidence at protein level,Cytoplasm;Nucleus,ECO:0000269;ECO:0000269,"23923,52376,62982,72891",Cytoplasm_ECO:0000269;Nucleus_ECO:0000269,,Cytoplasm;Nucleus,Cytoplasm;Nucleus,GO:0005737;GO:0005634,GO:0005737;GO:0005634,Cytosol;Nucleoplasm
Q96HI0,156,SENP5_HUMAN,Sentrin-specific protease 5,Experimental evidence at protein level,"Nucleus,nucleolus",ECO:0000269,"6575,6684,55536","Nucleus,nucleolus_ECO:0000269",,"Nucleus,nucleolus",nucleolus,GO:0005730,GO:0005730,Nucleoli
Q96HJ9,137,FMC1_HUMAN,Protein FMC1 homolog,Experimental evidence at protein level,Mitochondrion,ECO:0000269,"45663,50553",Mitochondrion_ECO:0000269,,Mitochondrion,Mitochondrion,GO:0005739,GO:0005739,Mitochondria
Q96HP0,161,DOCK6_HUMAN,Dedicator of cytokinesis protein 6,Experimental evidence at protein level,"Cytoplasm;Cytoplasm,perinuclear region",ECO:0000269;ECO:0000269,"41849,41901,49423,49424","Cytoplasm_ECO:0000269;Cytoplasm,perinuclear region_ECO:0000269",,"Cytoplasm;Cytoplasm,perinuclear region",Cytoplasm;perinuclear region,GO:0005737;GO:0048471,GO:0005737,Cytosol
Q96HR9,153,REEP6_HUMAN,Receptor expression-enhancing protein 6,Experimental evidence at protein level,"Endoplasmic reticulum membrane;Cytoplasmic vesicle,clathrin-coated vesicle membrane",ECO:0000269;ECO:0000250,"3895,48015","Endoplasmic reticulum membrane_ECO:0000269;Cytoplasmic vesicle,clathrin-coated vesicle membrane_ECO:0000250",,Endoplasmic reticulum membrane,Endoplasmic reticulum membrane,GO:0005789,GO:0005783,Endoplasmic reticulum
Q96HS1,162,PGAM5_HUMAN,"Serine/threonine-protein phosphatase PGAM5, mitochondrial",Experimental evidence at protein level,Mitochondrion outer membrane,ECO:0000269,"36978,36979",Mitochondrion outer membrane_ECO:0000269,,Mitochondrion outer membrane,Mitochondrion outer membrane,GO:0005741,GO:0005739,Mitochondria
Q96HU1,163,SGSM3_HUMAN,Small G protein signaling modulator 3,Experimental evidence at protein level,Cytoplasm,ECO:0000269,"48980,53505",Cytoplasm_ECO:0000269,,Cytoplasm,Cytoplasm,GO:0005737,GO:0005737,Cytosol
Q96HW7,150,INT4_HUMAN,Integrator complex subunit 4,Experimental evidence at protein level,Nucleus,ECO:0000269,"16615,42378,76785",Nucleus_ECO:0000269,,Nucleus,Nucleus,GO:0005634,GO:0005634,Nucleoplasm
Q96HY6,169,DDRGK_HUMAN,DDRGK domain-containing protein 1,Experimental evidence at protein level,Endoplasmic reticulum;Endoplasmic reticulum membrane,ECO:0000269;ECO:0000269,"13373,13705",Endoplasmic reticulum_ECO:0000269;Endoplasmic reticulum membrane_ECO:0000269,,Endoplasmic reticulum;Endoplasmic reticulum membrane,Endoplasmic reticulum;Endoplasmic reticulum membrane,GO:0005783;GO:0005789,GO:0005783,Endoplasmic reticulum
Q96HY7,154,DHTK1_HUMAN,2-oxoadipate dehydrogenase complex component E1,Experimental evidence at protein level,Mitochondrion,ECO:0000269,"37949,37950,66098",Mitochondrion_ECO:0000269,,Mitochondrion,Mitochondrion,GO:0005739,GO:0005739,Mitochondria
Q96I25,182,SPF45_HUMAN,Splicing factor 45,Experimental evidence at protein level,Nucleus,ECO:0000269,"37477,37478",Nucleus_ECO:0000269,,Nucleus,Nucleus,GO:0005634,GO:0005634,Nucleoplasm
Q96I36,130,COX14_HUMAN,Cytochrome c oxidase assembly protein COX14,Experimental evidence at protein level,Mitochondrion membrane,ECO:0000269,"44618,62014",Mitochondrion membrane_ECO:0000269,,Mitochondrion membrane,Mitochondrion membrane,GO:0031966,GO:0005739,Mitochondria
Q96I51,165,RCC1L_HUMAN,RCC1-like G exchanging factor-like protein,Experimental evidence at protein level,Mitochondrion membrane;Mitochondrion inner membrane,ECO:0000269;ECO:0000250,"52184,60643",Mitochondrion membrane_ECO:0000269;Mitochondrion inner membrane_ECO:0000250,,Mitochondrion membrane,Mitochondrion membrane,GO:0031966,GO:0005739,Mitochondria
Q96I59,173,SYNM_HUMAN,"Probable asparagine--tRNA ligase, mitochondrial",Experimental evidence at protein level,Mitochondrion matrix;Mitochondrion,ECO:0000250;ECO:0000269,26793,Mitochondrion matrix_ECO:0000250;Mitochondrion_ECO:0000269,,Mitochondrion,Mitochondrion,GO:0005739,GO:0005739,Mitochondria
Q96I76,137,GPTC3_HUMAN,G patch domain-containing protein 3,Experimental evidence at protein level,Nucleus;Cytoplasm,ECO:0000269;ECO:0000269,"32077,32078,54973",Nucleus_ECO:0000269;Cytoplasm_ECO:0000269,,Nucleus;Cytoplasm,Nucleus;Cytoplasm,GO:0005634;GO:0005737,GO:0005737;GO:0005634,Cytosol;Nucleoplasm
Q96IJ6,164,GMPPA_HUMAN,Mannose-1-phosphate guanyltransferase alpha,Experimental evidence at protein level,Cytoplasm,ECO:0000269,"35512,35513",Cytoplasm_ECO:0000269,,Cytoplasm,Cytoplasm,GO:0005737,GO:0005737,Cytosol
Q96IK1,145,BOD1_HUMAN,Biorientation of chromosomes in cell division protein 1,Experimental evidence at protein level,"Cytoplasm,cytoskeleton,microtubule organizing center,centrosome;Chromosome,centromere,kinetochore",ECO:0000269;ECO:0000269,"36293,66672","Cytoplasm,cytoskeleton,microtubule organizing center,centrosome_ECO:0000269;Chromosome,centromere,kinetochore_ECO:0000269",,"Cytoplasm,cytoskeleton,microtubule organizing center,centrosome;Chromosome,centromere,kinetochore",centrosome,GO:0005815,GO:0015630,Microtubules
Q96IL0,137,COA8_HUMAN,Cytochrome c oxidase assembly factor 8,Experimental evidence at protein level,Mitochondrion inner membrane,ECO:0000269,"61590,77932",Mitochondrion inner membrane_ECO:0000269,,Mitochondrion inner membrane,Mitochondrion inner membrane,GO:0005743,GO:0005739,Mitochondria
Q96IR7,144,HPDL_HUMAN,4-hydroxyphenylpyruvate dioxygenase-like protein,Experimental evidence at protein level,Mitochondrion,ECO:0000269,"31997,31998,57346",Mitochondrion_ECO:0000269,,Mitochondrion,Mitochondrion,GO:0005739,GO:0005739,Mitochondria
Q96IU2,137,ZBED3_HUMAN,Zinc finger BED domain-containing protein 3,Experimental evidence at protein level,Cytoplasm;Membrane;Secreted,ECO:0000250;ECO:0000250;ECO:0000269,55995,Cytoplasm_ECO:0000250;Membrane_ECO:0000250;Secreted_ECO:0000269,,Secreted,Secreted,GO:0005576,GO:0005739,Mitochondria
Q96IU4,166,ABHEB_HUMAN,Putative protein-lysine deacylase ABHD14B,Experimental evidence at protein level,Cytoplasm;Nucleus,ECO:0000269;ECO:0000269,"36444,36642,67771",Cytoplasm_ECO:0000269;Nucleus_ECO:0000269,,Cytoplasm;Nucleus,Cytoplasm;Nucleus,GO:0005737;GO:0005634,GO:0005737;GO:0005634,Cytosol;Nucleoplasm
Q96IV0,165,NGLY1_HUMAN,Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase,Experimental evidence at protein level,Cytoplasm,ECO:0000269,"36825,36826,64558",Cytoplasm_ECO:0000269,,Cytoplasm,Cytoplasm,GO:0005737,GO:0005737,Cytosol
Q96IV6,145,FXDC2_HUMAN,Fatty acid hydroxylase domain-containing protein 2,Experimental evidence at protein level,Cytoplasm;Membrane,ECO:0000269;ECO:0000255,14775,Cytoplasm_ECO:0000269;Membrane_ECO:0000255,,Cytoplasm,Cytoplasm,GO:0005737,GO:0005737,Cytosol
Q96IX5,154,ATPMK_HUMAN,"ATP synthase membrane subunit K, mitochondrial",Experimental evidence at protein level,Mitochondrion membrane,ECO:0000269,"44798,71407",Mitochondrion membrane_ECO:0000269,,Mitochondrion membrane,Mitochondrion membrane,GO:0031966,GO:0005739,Mitochondria
Q96IY1,160,NSL1_HUMAN,Kinetochore-associated protein NSL1 homolog,Experimental evidence at protein level,"Nucleus;Chromosome,centromere,kinetochore",ECO:0000269;ECO:0000269,"27177,27190,45761,53721","Nucleus_ECO:0000269;Chromosome,centromere,kinetochore_ECO:0000269",,"Nucleus;Chromosome,centromere,kinetochore",Nucleus,GO:0005634,GO:0005634,Nucleoplasm
Q96IZ2,138,ADTRP_HUMAN,Androgen-dependent TFPI-regulating protein,Experimental evidence at protein level,Cell membrane,ECO:0000269,48113,Cell membrane_ECO:0000269,,Cell membrane,Cell membrane,GO:0005886,GO:0005886,Plasma membrane
Q96IZ6,173,MET2A_HUMAN,tRNA N(3)-methylcytidine methyltransferase METTL2A,Experimental evidence at protein level,Cytoplasm,ECO:0000269,45922,Cytoplasm_ECO:0000269,,Cytoplasm,Cytoplasm,GO:0005737,GO:0005737,Cytosol
Q96J02,202,ITCH_HUMAN,E3 ubiquitin-protein ligase Itchy homolog,Experimental evidence at protein level,Cell membrane;Cytoplasm;Nucleus;Early endosome membrane;Endosome membrane,ECO:0000269;ECO:0000269;ECO:0000269;ECO:0000269;ECO:0000269,"18307,21126,49032,72824,72825,72826",Cell membrane_ECO:0000269;Cytoplasm_ECO:0000269;Nucleus_ECO:0000269;Early endosome membrane_ECO:0000269;Endosome membrane_ECO:0000269,,Cell membrane;Cytoplasm;Nucleus;Early endosome membrane;Endosome membrane,Cell membrane;Cytoplasm;Nucleus;Early endosome membrane;Endosome membrane,GO:0005886;GO:0005737;GO:0005634;GO:0031901;GO:0010008,GO:0005768;GO:0005737;GO:0005634;GO:0005886,Cytosol;Plasma membrane;Nucleoplasm;Endosomes
Q96J66,169,MRP8_HUMAN,ATP-binding cassette sub-family C member 11,Experimental evidence at protein level,Cell membrane;Vacuole membrane;Cytoplasmic vesicle membrane;Apical cell membrane,ECO:0000269;ECO:0000269;ECO:0000269;ECO:0000269,"31980,31981,31982",Cell membrane_ECO:0000269;Vacuole membrane_ECO:0000269;Cytoplasmic vesicle membrane_ECO:0000269;Apical cell membrane_ECO:0000269,,Cell membrane;Vacuole membrane;Cytoplasmic vesicle membrane;Apical cell membrane,Cell membrane;Vacuole membrane;Cytoplasmic vesicle membrane;Apical cell membrane,GO:0005886;GO:0005774;GO:0030659;GO:0016324,GO:0097708;GO:0043231;GO:0005886,Vesicles;Plasma membrane
Q96J84,176,KIRR1_HUMAN,Kin of IRRE-like protein 1,Experimental evidence at protein level,Cell membrane,ECO:0000269,"3501,3504,30458",Cell membrane_ECO:0000269,,Cell membrane,Cell membrane,GO:0005886,GO:0005886,Plasma membrane
Q96JA1,167,LRIG1_HUMAN,Leucine-rich repeats and immunoglobulin-like domains protein 1,Experimental evidence at protein level,Cell membrane,ECO:0000269,"11172,11846,72056",Cell membrane_ECO:0000269,,Cell membrane,Cell membrane,GO:0005886,GO:0005886,Plasma membrane
Q96JB2,165,COG3_HUMAN,Conserved oligomeric Golgi complex subunit 3,Experimental evidence at protein level,"Golgi apparatus,Golgi stack membrane",ECO:0000269,"40239,40353,54470","Golgi apparatus,Golgi stack membrane_ECO:0000269",,"Golgi apparatus,Golgi stack membrane",Golgi stack membrane,GO:0032580,GO:0005794,Golgi apparatus
Q96JB5,181,CK5P3_HUMAN,CDK5 regulatory subunit-associated protein 3,Experimental evidence at protein level,"Nucleus;Cytoplasm;Cytoplasm,cytoskeleton,microtubule organizing center,centrosome",ECO:0000269;ECO:0000269;ECO:0000269,"22141,22882,27883","Nucleus_ECO:0000269;Cytoplasm_ECO:0000269;Cytoplasm,cytoskeleton,microtubule organizing center,centrosome_ECO:0000269",,"Nucleus;Cytoplasm;Cytoplasm,cytoskeleton,microtubule organizing center,centrosome",Nucleus;Cytoplasm;centrosome,GO:0005634;GO:0005737;GO:0005815,GO:0005737;GO:0015630;GO:0005634,Cytosol;Microtubules;Nucleoplasm
Q96JB8,178,MPP4_HUMAN,MAGUK p55 subfamily member 4,Experimental evidence at protein level,Cytoplasm,ECO:0000269,"36387,57393",Cytoplasm_ECO:0000269,,Cytoplasm,Cytoplasm,GO:0005737,GO:0005737,Cytosol
Q96JC9,148,EAF1_HUMAN,ELL-associated factor 1,Experimental evidence at protein level,"Nucleus speckle;Nucleus,Cajal body",ECO:0000269;ECO:0000269,"51303,59516,60569,69538,70330,74347","Nucleus speckle_ECO:0000269;Nucleus,Cajal body_ECO:0000269",,"Nucleus speckle;Nucleus,Cajal body",Nucleus speckle;Cajal body,GO:0016607;GO:0015030,GO:0016607;GO:0016604,Nuclear bodies;Nuclear speckles
Q96JE7,135,SC16B_HUMAN,Protein transport protein Sec16B,Experimental evidence at protein level,Endoplasmic reticulum membrane;Golgi apparatus membrane,ECO:0000269;ECO:0000250,"27490,28023,31202,54292,72913",Endoplasmic reticulum membrane_ECO:0000269;Golgi apparatus membrane_ECO:0000250,,Endoplasmic reticulum membrane,Endoplasmic reticulum membrane,GO:0005789,GO:0005783,Endoplasmic reticulum
Q96JE9,138,MAP6_HUMAN,Microtubule-associated protein 6,Experimental evidence at protein level,"Cytoplasm,cytoskeleton;Golgi apparatus;Cell projection,axon;Cell projection,dendrite;Cytoplasmic vesicle,secretory vesicle membrane",ECO:0000269;ECO:0000250;ECO:0000250;ECO:0000250;ECO:0000250,"22600,39061,39062","Cytoplasm,cytoskeleton_ECO:0000269;Golgi apparatus_ECO:0000250;Cell projection,axon_ECO:0000250;Cell projection,dendrite_ECO:0000250;Cytoplasmic vesicle,secretory vesicle membrane_ECO:0000250",,"Cytoplasm,cytoskeleton",cytoskeleton,GO:0005856,GO:0005783,Endoplasmic reticulum
Q96JG6,141,VPS50_HUMAN,Syndetin,Experimental evidence at protein level,Recycling endosome;Membrane,ECO:0000269;ECO:0000250,"19896,26669,26679,50440",Recycling endosome_ECO:0000269;Membrane_ECO:0000250,,Recycling endosome,Recycling endosome,GO:0055037,GO:0005768,Endosomes
Q96JH7,166,VCIP1_HUMAN,Deubiquitinating protein VCPIP1,Experimental evidence at protein level,"Nucleus;Cytoplasm;Endoplasmic reticulum;Golgi apparatus,Golgi stack",ECO:0000269;ECO:0000269;ECO:0000250;ECO:0000250,"23932,24390,53080","Nucleus_ECO:0000269;Cytoplasm_ECO:0000269;Endoplasmic reticulum_ECO:0000250;Golgi apparatus,Golgi stack_ECO:0000250",,Nucleus;Cytoplasm,Nucleus;Cytoplasm,GO:0005634;GO:0005737,GO:0005737;GO:0005634,Cytosol;Nucleoplasm
Q96JI7,158,SPTCS_HUMAN,Spatacsin,Experimental evidence at protein level,"Cytoplasm,cytosol;Nucleus;Cell projection,axon;Cell projection,dendrite",ECO:0000269;ECO:0000269;ECO:0000269;ECO:0000269,"40412,40947","Cytoplasm,cytosol_ECO:0000269;Nucleus_ECO:0000269;Cell projection,axon_ECO:0000269;Cell projection,dendrite_ECO:0000269",,"Cytoplasm,cytosol;Nucleus;Cell projection,axon;Cell projection,dendrite",cytosol;Nucleus;axon;dendrite,GO:0005829;GO:0005634;GO:0030424;GO:0030425,GO:0005634;GO:0005829,Cytosol;Nucleoplasm
Q96JJ3,182,ELMO2_HUMAN,Engulfment and cell motility protein 2,Experimental evidence at protein level,"Cytoplasm;Cytoplasm,cytosol;Membrane",ECO:0000269;ECO:0000269;ECO:0000269,18811,"Cytoplasm_ECO:0000269;Cytoplasm,cytosol_ECO:0000269;Membrane_ECO:0000269",,"Cytoplasm;Cytoplasm,cytosol;Membrane",Cytoplasm;cytosol;Membrane,GO:0005737;GO:0005829;GO:0016020,GO:0005737;GO:0005829,Cytosol
Q96JJ7,186,TMX3_HUMAN,Protein disulfide-isomerase TMX3,Experimental evidence at protein level,Endoplasmic reticulum membrane,ECO:0000269,"14157,31682",Endoplasmic reticulum membrane_ECO:0000269,,Endoplasmic reticulum membrane,Endoplasmic reticulum membrane,GO:0005789,GO:0005783,Endoplasmic reticulum
Q96JK9,155,MAML3_HUMAN,Mastermind-like protein 3,Experimental evidence at protein level,Nucleus speckle,ECO:0000269,"37717,37718,50386",Nucleus speckle_ECO:0000269,,Nucleus speckle,Nucleus speckle,GO:0016607,GO:0016607,Nuclear speckles
Q96JM2,170,ZN462_HUMAN,Zinc finger protein 462,Experimental evidence at protein level,Nucleus,ECO:0000269,"22283,31709,73964,77267",Nucleus_ECO:0000269,,Nucleus,Nucleus,GO:0005634,GO:0005634,Nucleoplasm
Q96JM3,168,CHAP1_HUMAN,Chromosome alignment-maintaining phosphoprotein 1,Experimental evidence at protein level,"Nucleus;Chromosome;Chromosome,centromere,kinetochore;Cytoplasm,cytoskeleton,spindle",ECO:0000269;ECO:0000269;ECO:0000269;ECO:0000269,"6623,8900","Nucleus_ECO:0000269;Chromosome_ECO:0000269;Chromosome,centromere,kinetochore_ECO:0000269;Cytoplasm,cytoskeleton,spindle_ECO:0000269",,"Nucleus;Chromosome;Chromosome,centromere,kinetochore;Cytoplasm,cytoskeleton,spindle",Nucleus;Chromosome;spindle,GO:0005634;GO:0005694;GO:0005819,GO:0015630;GO:0005634,Microtubules;Nucleoplasm
Q96JM7,183,LMBL3_HUMAN,Lethal(3)malignant brain tumor-like protein 3,Experimental evidence at protein level,Nucleus,ECO:0000269,"23166,23236,44382,53035,53036,60021",Nucleus_ECO:0000269,,Nucleus,Nucleus,GO:0005634,GO:0005634,Nucleoplasm
